TestID,Category,Module / Page,Test Case,Method,Environment,Status,Observed Result (evidence),Executed At
MOB-STATIC-00026,UI/UX,Dashboard,scrollview has content container style,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,contentContainerStyle present in screens/main/DashboardScreen.tsx,2026-07-29T06:26:49.867Z
MOB-STATIC-00027,UI/UX,Dashboard,uses vector icons library,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found @expo/vector-icons import in screens/main/DashboardScreen.tsx,2026-07-29T06:26:49.867Z
MOB-STATIC-00028,Code Quality,Dashboard,screen file line count reasonable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,screens/main/DashboardScreen.tsx is 360 lines (within the 700-line maintainability guideline),2026-07-29T06:26:49.867Z
MOB-STATIC-00029,UI/UX,Dashboard,user facing error alert on catch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No catch block on this screen,2026-07-29T06:26:49.867Z
MOB-STATIC-00030,Compatibility,Sleep Tracker,safe area insets used,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useSafeAreaInsets() in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.867Z
MOB-STATIC-00031,UI/UX,Sleep Tracker,keyboard avoiding view present,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,KeyboardAvoidingView wraps the input field(s) in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.867Z
MOB-STATIC-00032,Functional,Sleep Tracker,async calls have error handling,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,try/catch present around async calls in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.867Z
MOB-STATIC-00033,Accessibility,Sleep Tracker,interactive elements have accessibility hooks,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,4 accessibilityLabel/testID attribute(s) found across 8 touchable element(s) in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.868Z
MOB-STATIC-00034,Functional,Sleep Tracker,no leftover debug markers,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No console.log/TODO/FIXME markers found,2026-07-29T06:26:49.868Z
MOB-STATIC-00035,Code Quality,Sleep Tracker,uses stylesheet create,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found StyleSheet.create( in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.868Z
MOB-STATIC-00036,UI/UX,Sleep Tracker,shows loading state during fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found ActivityIndicator/SkeletonLoader in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.868Z
MOB-STATIC-00037,UI/UX,Sleep Tracker,handles empty state when no data,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No empty-state handling pattern in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00038,Functional,Sleep Tracker,flatlist or sectionlist has key extractor,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No FlatList/SectionList on this screen,2026-07-29T06:26:49.869Z
MOB-STATIC-00039,Code Quality,Sleep Tracker,typed props or navigation defined,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,Missing typed Props/navigation generic in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00040,Code Quality,Sleep Tracker,no untyped any usage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No untyped `: any` usage,2026-07-29T06:26:49.869Z
MOB-STATIC-00041,Mobile-Specific,Sleep Tracker,screen has testid coverage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No testID attribute(s) in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00042,Functional,Sleep Tracker,imports service layer not raw fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,"services/hooks/context import=True, raw fetch()=not used in screens/main/SleepScreen.tsx",2026-07-29T06:26:49.869Z
MOB-STATIC-00043,Mobile-Specific,Sleep Tracker,no hardcoded backend url in screen,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No literal http(s):// URL in screen source,2026-07-29T06:26:49.869Z
MOB-STATIC-00044,UI/UX,Sleep Tracker,uses theme hook for colors,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useTheme() call in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00045,UI/UX,Sleep Tracker,touchables have active opacity or pressable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,activeOpacity=/Pressable present in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00046,Accessibility,Sleep Tracker,accessibility role declared on touchables,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found accessibilityRole= among 8 touchable(s) in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00047,Compatibility,Sleep Tracker,safe area inset applied to layout,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found insets.top/insets.bottom usage in a style/layout in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00048,UI/UX,Sleep Tracker,email input has correct keyboard type,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No email-labeled input on this screen,2026-07-29T06:26:49.869Z
MOB-STATIC-00049,Security,Sleep Tracker,password inputs use secure text entry,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No password-labeled input on this screen,2026-07-29T06:26:49.869Z
MOB-STATIC-00050,Mobile-Specific,Sleep Tracker,animated values use native driver,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No Animated.timing/Animated.Value on this screen,2026-07-29T06:26:49.869Z
MOB-STATIC-00051,Code Quality,Sleep Tracker,component has default export,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found export default in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00052,Functional,Sleep Tracker,screen registered in a navigator,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found import/reference of SleepScreen in navigation/*Navigator.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00053,Code Quality,Sleep Tracker,uses react fc typed component,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found `: React.FC` typed component declaration in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00054,Functional,Sleep Tracker,list items have stable keys in map,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,key={...} present alongside .map( in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00055,UI/UX,Sleep Tracker,scrollview has content container style,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,contentContainerStyle present in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00056,UI/UX,Sleep Tracker,uses vector icons library,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found @expo/vector-icons import in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.869Z
MOB-STATIC-00057,Code Quality,Sleep Tracker,screen file line count reasonable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,screens/main/SleepScreen.tsx is 437 lines (within the 700-line maintainability guideline),2026-07-29T06:26:49.871Z
MOB-STATIC-00058,UI/UX,Sleep Tracker,user facing error alert on catch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Alert.alert( present alongside catch in screens/main/SleepScreen.tsx,2026-07-29T06:26:49.871Z
MOB-STATIC-00059,Compatibility,Emotion Analysis,safe area insets used,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useSafeAreaInsets() in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.872Z
MOB-STATIC-00060,UI/UX,Emotion Analysis,keyboard avoiding view present,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,KeyboardAvoidingView wraps the input field(s) in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.872Z
MOB-STATIC-00061,Functional,Emotion Analysis,async calls have error handling,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,try/catch present around async calls in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.873Z
MOB-STATIC-00062,Accessibility,Emotion Analysis,interactive elements have accessibility hooks,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,7 accessibilityLabel/testID attribute(s) found across 14 touchable element(s) in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.873Z
MOB-STATIC-00063,Functional,Emotion Analysis,no leftover debug markers,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No console.log/TODO/FIXME markers found,2026-07-29T06:26:49.873Z
MOB-STATIC-00064,Code Quality,Emotion Analysis,uses stylesheet create,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found StyleSheet.create( in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.873Z
MOB-STATIC-00065,UI/UX,Emotion Analysis,shows loading state during fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found ActivityIndicator/SkeletonLoader in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.873Z
MOB-STATIC-00066,UI/UX,Emotion Analysis,handles empty state when no data,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found empty-state handling pattern in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.874Z
MOB-STATIC-00067,Functional,Emotion Analysis,flatlist or sectionlist has key extractor,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,keyExtractor present in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.874Z
MOB-STATIC-00068,Code Quality,Emotion Analysis,typed props or navigation defined,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,Missing typed Props/navigation generic in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.874Z
MOB-STATIC-00069,Code Quality,Emotion Analysis,no untyped any usage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No untyped `: any` usage,2026-07-29T06:26:49.874Z
MOB-STATIC-00070,Mobile-Specific,Emotion Analysis,screen has testid coverage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No testID attribute(s) in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.874Z
MOB-STATIC-00071,Functional,Emotion Analysis,imports service layer not raw fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,"services/hooks/context import=True, raw fetch()=not used in screens/main/EmotionScreen.tsx",2026-07-29T06:26:49.874Z
MOB-STATIC-00072,Mobile-Specific,Emotion Analysis,no hardcoded backend url in screen,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No literal http(s):// URL in screen source,2026-07-29T06:26:49.874Z
MOB-STATIC-00073,UI/UX,Emotion Analysis,uses theme hook for colors,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useTheme() call in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.874Z
MOB-STATIC-00074,UI/UX,Emotion Analysis,touchables have active opacity or pressable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,activeOpacity=/Pressable present in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.874Z
MOB-STATIC-00075,Accessibility,Emotion Analysis,accessibility role declared on touchables,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found accessibilityRole= among 14 touchable(s) in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.874Z
MOB-STATIC-00076,Compatibility,Emotion Analysis,safe area inset applied to layout,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found insets.top/insets.bottom usage in a style/layout in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.874Z
MOB-STATIC-00077,UI/UX,Emotion Analysis,email input has correct keyboard type,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No email-labeled input on this screen,2026-07-29T06:26:49.874Z
MOB-STATIC-00078,Security,Emotion Analysis,password inputs use secure text entry,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No password-labeled input on this screen,2026-07-29T06:26:49.875Z
MOB-STATIC-00079,Mobile-Specific,Emotion Analysis,animated values use native driver,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,useNativeDriver: true present in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.875Z
MOB-STATIC-00080,Code Quality,Emotion Analysis,component has default export,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found export default in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.875Z
MOB-STATIC-00081,Functional,Emotion Analysis,screen registered in a navigator,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found import/reference of EmotionScreen in navigation/*Navigator.tsx,2026-07-29T06:26:49.878Z
MOB-STATIC-00082,Code Quality,Emotion Analysis,uses react fc typed component,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found `: React.FC` typed component declaration in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.878Z
MOB-STATIC-00083,Functional,Emotion Analysis,list items have stable keys in map,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,key={...} present alongside .map( in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.878Z
MOB-STATIC-00084,UI/UX,Emotion Analysis,scrollview has content container style,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,contentContainerStyle present in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.878Z
MOB-STATIC-00085,UI/UX,Emotion Analysis,uses vector icons library,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found @expo/vector-icons import in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.878Z
MOB-STATIC-00086,Code Quality,Emotion Analysis,screen file line count reasonable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,screens/main/EmotionScreen.tsx is 517 lines (within the 700-line maintainability guideline),2026-07-29T06:26:49.878Z
MOB-STATIC-00087,UI/UX,Emotion Analysis,user facing error alert on catch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Alert.alert( present alongside catch in screens/main/EmotionScreen.tsx,2026-07-29T06:26:49.878Z
MOB-STATIC-00088,Compatibility,Activity Tracker,safe area insets used,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useSafeAreaInsets() in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.880Z
MOB-STATIC-00089,UI/UX,Activity Tracker,keyboard avoiding view present,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,KeyboardAvoidingView wraps the input field(s) in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.880Z
MOB-STATIC-00090,Functional,Activity Tracker,async calls have error handling,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,try/catch present around async calls in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.880Z
MOB-STATIC-00091,Accessibility,Activity Tracker,interactive elements have accessibility hooks,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,2 accessibilityLabel/testID attribute(s) found across 5 touchable element(s) in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.880Z
MOB-STATIC-00092,Functional,Activity Tracker,no leftover debug markers,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No console.log/TODO/FIXME markers found,2026-07-29T06:26:49.880Z
MOB-STATIC-00093,Code Quality,Activity Tracker,uses stylesheet create,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found StyleSheet.create( in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.880Z
MOB-STATIC-00094,UI/UX,Activity Tracker,shows loading state during fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found ActivityIndicator/SkeletonLoader in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.880Z
MOB-STATIC-00095,UI/UX,Activity Tracker,handles empty state when no data,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No empty-state handling pattern in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00096,Functional,Activity Tracker,flatlist or sectionlist has key extractor,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No FlatList/SectionList on this screen,2026-07-29T06:26:49.881Z
MOB-STATIC-00097,Code Quality,Activity Tracker,typed props or navigation defined,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found typed Props/navigation generic in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00098,Code Quality,Activity Tracker,no untyped any usage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,Found 1 `: any` usage(s) in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00099,Mobile-Specific,Activity Tracker,screen has testid coverage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No testID attribute(s) in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00100,Functional,Activity Tracker,imports service layer not raw fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,"services/hooks/context import=True, raw fetch()=not used in screens/main/ActivityScreen.tsx",2026-07-29T06:26:49.881Z
MOB-STATIC-00101,Mobile-Specific,Activity Tracker,no hardcoded backend url in screen,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No literal http(s):// URL in screen source,2026-07-29T06:26:49.881Z
MOB-STATIC-00102,UI/UX,Activity Tracker,uses theme hook for colors,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useTheme() call in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00103,UI/UX,Activity Tracker,touchables have active opacity or pressable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,activeOpacity=/Pressable present in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00104,Accessibility,Activity Tracker,accessibility role declared on touchables,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found accessibilityRole= among 5 touchable(s) in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00105,Compatibility,Activity Tracker,safe area inset applied to layout,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found insets.top/insets.bottom usage in a style/layout in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00106,UI/UX,Activity Tracker,email input has correct keyboard type,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No email-labeled input on this screen,2026-07-29T06:26:49.881Z
MOB-STATIC-00107,Security,Activity Tracker,password inputs use secure text entry,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No password-labeled input on this screen,2026-07-29T06:26:49.881Z
MOB-STATIC-00108,Mobile-Specific,Activity Tracker,animated values use native driver,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No Animated.timing/Animated.Value on this screen,2026-07-29T06:26:49.881Z
MOB-STATIC-00109,Code Quality,Activity Tracker,component has default export,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found export default in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00110,Functional,Activity Tracker,screen registered in a navigator,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found import/reference of ActivityScreen in navigation/*Navigator.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00111,Code Quality,Activity Tracker,uses react fc typed component,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found `: React.FC` typed component declaration in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00112,Functional,Activity Tracker,list items have stable keys in map,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,key={...} present alongside .map( in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00113,UI/UX,Activity Tracker,scrollview has content container style,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,contentContainerStyle present in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00114,UI/UX,Activity Tracker,uses vector icons library,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found @expo/vector-icons import in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.881Z
MOB-STATIC-00115,Code Quality,Activity Tracker,screen file line count reasonable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,screens/main/ActivityScreen.tsx is 419 lines (within the 700-line maintainability guideline),2026-07-29T06:26:49.882Z
MOB-STATIC-00116,UI/UX,Activity Tracker,user facing error alert on catch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Alert.alert( present alongside catch in screens/main/ActivityScreen.tsx,2026-07-29T06:26:49.882Z
MOB-STATIC-00117,Compatibility,Profile,safe area insets used,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useSafeAreaInsets() in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.899Z
MOB-STATIC-00118,UI/UX,Profile,keyboard avoiding view present,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No TextInput on this screen — nothing to avoid,2026-07-29T06:26:49.899Z
